ICAO Code,IATA Code,Airport Name,City/Town,Country,Latitude Degrees,Latitude Minutes,Latitude Seconds,Latitude Direction,Longitude Degrees,Longitude Minutes,Longitude Seconds,Longitude Direction,Altitude,Latitude Decimal Degrees,Longitude Decimal Degrees
SLRE,,,EL REMATE,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLRH,,,RANCHO ALEGRE,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLRI,RIB,CAP DE AV SELIN ZEITUN LOPEZ,RIBERALTA,BOLIVIA,11,0,37,S,66,4,24,W,142,-11.01,-66.073
SLRP,,,ROSAPATA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLRQ,RBQ,RURRENABAQUE,RURRENABAQUE,BOLIVIA,14,25,42,S,67,30,5,W,203,-14.428,-67.501
SLRR,,,RETIRO,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLRS,,,RIO SECO,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLRT,,,SANTA RITA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLRX,,,SAN RAMON DE SENAC,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLRY,,REYES,REYES,BOLIVIA,14,18,22,S,67,21,13,W,183,-14.306,-67.354
SLSA,,SANTA ANA DEL YACUMA,SANTA ANA,BOLIVIA,13,45,43,S,65,26,6,W,144,-13.762,-65.435
SLSB,SRJ,CAPITAN GERMAN QUIROGA G,SAN BORJA,BOLIVIA,14,51,27,S,66,44,15,W,194,-14.857,-66.737
SLSC,,,SANTA CLARA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLSD,,,SAN CARLOS GURTIERREZ,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLSF,,,SAN FRANCISCO,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLSG,,,SIPUATI,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLSH,,,SANTA ANA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLSI,,CAP AV JUAN COCHAMANIDIS SAUCEDO,SAN IGNACIO DE VELASCO,BOLIVIA,16,23,4,S,60,57,46,W,414,-16.384,-60.963
SLSJ,,,SALINAS,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLSL,,,SANTA LUCIA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLSM,,SAN IGNACIO DE MOXOS,SAN IGNACIO DE MOXOS,BOLIVIA,14,57,56,S,65,38,1,W,161,-14.966,-65.634
SLSN,,,SANANDITA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLSQ,,,SAAHAQUI,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLSR,,,SANTA ROSA DE YACUMA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLSS,,,SASASAMA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLST,,,SAN ANTONIO,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLSU,SRE,JUANA AZURDUY DE PADILLA,SUCRE,BOLIVIA,19,0,25,S,65,17,20,W,2905,-19.007,-65.289
SLSW,,,SANTA BARBARA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLTE,,,TEOPONTE,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLTF,,,SAN TELMO,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLTG,,,SANTIAGO,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLTH,,,TUMICHUCUA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLTI,,SAN MATIAS,SAN MATHIAS,BOLIVIA,16,20,19,S,58,24,6,W,125,-16.339,-58.402
SLTJ,TJA,CAPITAN ORIEL LEA PLAZA,TARIJA,BOLIVIA,21,33,20,S,64,42,3,W,1855,-21.556,-64.701
SLTP,,,TIPUANI,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLTR,TDD,TTE AV JORGE HENRICH ARAUZ,TRINIDAD,BOLIVIA,14,49,10,S,64,55,6,W,156,-14.819,-64.918
SLTS,,,TODOS SANTOS,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLTT,,,TOTAL BOLIVIA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLTU,,,TUCAVACA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLTY,,,TIGUIPA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLTZ,,,TUPIZA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLUC,,,UNICA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLUV,,,UVAS VERDES,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLUY,,,UYUNI,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLVA,,,VILLA AROMA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLVD,,,COVENDO,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLVE,,,VENECIA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLVG,,,VALLE GRANDE,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLVI,,,CARANAVI,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLVM,,,VILLA MONTES,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLVN,,,VALENCIA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLVR,VVI,VIRU VIRU INTERNATIONAL,SANTA CRUZ,BOLIVIA,17,38,41,S,63,8,7,W,374,-17.645,-63.135
SLWA,,,SANTA ROSA DE ABUNA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLWD,,,SEIS DE AGOSTO,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLYA,BYC,,YACUIBA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLYB,,,EL BATO,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLYP,,,MUYUPAMPA,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLYY,,,SAN YO YO,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLZB,,,SAN PEDRO,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLZF,,,SAN FRANCISCO,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLZG,,,SAN AGUSTIN,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLZJ,,,SAN PEDRO,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLZK,,,SAN LUCAS,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLZR,,,SAN RAFAEL,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SLZX,,,SAN PEDRO,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
SMCI,,,COEROENI,SURINAM,0,0,0,U,0,0,0,U,0,0.0,0.0
SMCO,,,CORONIE,SURINAM,0,0,0,U,0,0,0,U,0,0.0,0.0
SMDA,,,DRIETABBETJE,SURINAM,0,0,0,U,0,0,0,U,0,0.0,0.0
SMJP,PBM,JOHAN A PENGEL INTERNATIONAL,ZANDERY,SURINAM,5,27,10,N,55,11,16,W,18,5.453,-55.188
SMKA,,,KABALEBO,SURINAM,0,0,0,U,0,0,0,U,0,0.0,0.0
SMKE,,,KAYSER,SURINAM,0,0,0,U,0,0,0,U,0,0.0,0.0
SMNI,,,NEW NICKERIE,SURINAM,0,0,0,U,0,0,0,U,0,0.0,0.0
SMSM,,,KWAMALASOEMOETOE,SURINAM,0,0,0,U,0,0,0,U,0,0.0,0.0
SMTB,,,TAFELBERG,SURINAM,0,0,0,U,0,0,0,U,0,0.0,0.0
SMWA,,,WAGENINGEN,SURINAM,0,0,0,U,0,0,0,U,0,0.0,0.0
SMZO,ORG,ZORG EN HOOP,PARAMARIBO,SURINAM,5,48,39,N,55,11,26,W,4,5.811,-55.191
SOCA,CAY,ROCHAMBEAU,CAYENNE,FRENCH GUYANA,4,49,11,N,52,21,37,W,8,4.82,-52.36
SOML,,,MALIN,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SOOG,,ST GEORGES DE L OYAPOCK,ST.-GEORGES OYAPOCK,FRENCH GUYANA,3,53,51,N,51,48,14,W,15,3.897,-51.804
SOOM,,,ST.-LAURENT-DU MARONI,FRENCH GUYANA,0,0,0,U,0,0,0,U,0,0.0,0.0
SOOR,,,REGINA,FRENCH GUYANA,0,0,0,U,0,0,0,U,0,0.0,0.0
SOOS,,,SAUL,FRENCH GUYANA,0,0,0,U,0,0,0,U,0,0.0,0.0
SOOY,,,SINNAMARY,FRENCH GUYANA,0,0,0,U,0,0,0,U,0,0.0,0.0
SPAA,,,CARAZ,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPAB,,,HUANCABAMBA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPAC,,CIRO ALEGRIA,CIRO ALEGRIA,PERU,4,36,27,S,77,56,27,W,168,-4.607,-77.941
SPAG,,,AGUAYTA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPAI,,,URPAY,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPAL,,,ALAO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPAM,,,CAMANA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPAN,,,SULLANA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPAO,,,SAN JUAN APOSENTO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPAP,,,PICOTA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPAR,,,ALERTA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPAS,,ANDOAS,ANDOAS,PERU,2,47,42,S,76,27,58,W,230,-2.795,-76.466
SPAT,,,AGUAS CALIENTES,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPAY,,ATALAYA,ATALAYA,PERU,10,43,44,S,73,45,59,W,580,-10.729,-73.766
SPBA,,,BARRANCA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPBB,,MOYOBAMBA,MOYOBAMBA,PERU,6,1,8,S,76,59,18,W,84,-6.019,-76.988
SPBC,,CABALLOCOCHA,CABALLOCOCHA,PERU,3,55,0,S,70,30,29,W,100,-3.917,-70.508
SPBL,,,BELLAVISTA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPBR,,IBERIA,IBERIA,PERU,11,24,41,S,69,29,19,W,23,-11.411,-69.489
SPBS,,,JEBEROS,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPBU,,,VISTA BREAU,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPBY,,,BAYOVAR,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPCA,,,BARRACA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPCB,,,AGUAS BLANCAS,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPCC,,,CIUDAD CONSTRUCTION,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPCG,,,CASA GRANDE,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPCH,,,TOCACHE,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPCL,PCL,CAP FAP DAVID AVENZUR RENGIFO,PUCALLPA,PERU,8,22,40,S,74,34,27,W,157,-8.378,-74.574
SPCM,,,CONTAMANA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPCN,,,CUNO-CUNO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPCP,,,PUCACACA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPCR,,,ACARI,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPCS,,,SAUCE,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPCT,,,CHOTA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPCU,,,CUTIDIMERI,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPCV,,,CUTIVIRENI,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPDO,,,MOLLENDO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPEB,,,PEBAS,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPEN,,,ISCOZACIN,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPEO,CHM,TENIENTE FAP JAIME A DE MONTR MORALES,CHIMBOTE,PERU,9,9,3,S,78,31,25,W,22,-9.151,-78.524
SPEP,,PUERTO ESPERANZA,PUERTO ESPERANZA,PERU,9,46,5,S,70,42,23,W,221,-9.768,-70.706
SPEQ,,CESAR TORQUE PODESTA,MOQUEGUA,PERU,17,10,44,S,70,55,50,W,1366,-17.179,-70.931
SPEV,,,ELVALOR,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPEZ,,,PUERTO BERMUDEZ,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPFA,,,FAUSA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPFL,,,FUNDO FLOR,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPGM,TGI,TINGO MARIA,TINGO MARIA,PERU,9,17,24,S,76,0,21,W,613,-9.29,-76.006
SPGS,,,LAGUNAS,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPGT,,,PUERTO VICTORIA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPGU,,,BAGUA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPHA,,,CHINCHA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPHC,,,CHALA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPHI,CIX,CAPT JOSE ABELARDO QUINONES GONZALES,CHICLAYO,PERU,6,47,14,S,79,49,41,W,29,-6.787,-79.828
SPHL,,,OLMOS,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPHO,AYP,CORONEL FAP ALFREDO MENDIVIL DUARTE,AYACUCHO,PERU,13,9,17,S,74,12,15,W,2718,-13.155,-74.204
SPHT,,,HUAYPTUE,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPHU,,,HUANCAYO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPHV,,,HUANUCO VIEJO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPHY,ANS,ANDAHUAYLAS,ANDAHUAYLAS,PERU,13,42,23,S,73,21,1,W,3445,-13.706,-73.35
SPHZ,ATA,COMMANDANTE FAP GERMAN ARIAS GRAZZIANI,ANTA,PERU,9,20,50,S,77,35,54,W,2750,-9.347,-77.598
SPIA,,,ICA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPIL,,,QUINCEMIL,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPIM,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,12,1,18,S,77,6,51,W,35,-12.022,-77.114
SPIN,,,INAPARI,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPIP,,,SATIPO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPIR,,,PATRIA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPIS,,,PIAS,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPIT,,,PAITA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPIY,,,YAURI,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPIZ,,,UCHIZA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPJB,CJA,,CAJABAMBA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPJI,JJI,JUANJUI,JUANJUI,PERU,7,10,10,S,76,43,40,W,350,-7.169,-76.728
SPJJ,,JAUJA,JAUJA,PERU,11,46,59,S,75,28,24,W,3323,-11.783,-75.473
SPJL,JUL,JULIACA,JULIACA,PERU,15,28,1,S,70,9,29,W,3825,-15.467,-70.158
SPJN,,SAN JUAN DE MARCONA,SAN JUAN,PERU,15,21,27,S,75,8,8,W,44,-15.357,-75.136
SPJR,,MAJ GEN FAP ARMANDO REVOREDO IGLESIAS,CAJAMARCA,PERU,7,8,11,S,78,29,24,W,2619,-7.136,-78.49
SPJU,,,JULCANI,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPLA,,,LOUISIANA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPLD,,,CELENDIN,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPLG,,,LAGARTO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPLN,,,RODRIQUEZ DE MENDOZA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPLO,,ILO,ILO,PERU,17,41,42,S,71,20,38,W,10,-17.695,-71.344
SPLP,,LAS PALMAS,LAS PALMAS,PERU,12,9,38,S,76,59,56,W,77,-12.161,-76.999
SPLS,,,ZORRILLOS,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPLT,,,LOBITOS,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPLV,,,LAGO VERDE,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPMA,,,RIO MARANON,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPME,TBP,PEDRO CANGA,TUMBES,PERU,3,33,9,S,80,22,51,W,26,-3.552,-80.381
SPMR,,,SANTA MARIA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPMS,YMS,MOISES BENZAQUEN RENGIFO,YURIMAGUAS,PERU,5,53,38,S,76,7,6,W,179,-5.894,-76.118
SPMY,,,DOS DE MAYO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPNA,,,PUNTA DE LOMAS,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPNC,,ALFEREZ FAP D F FERNANDINI,HUANUCO,PERU,9,52,41,S,76,12,15,W,1841,-9.878,-76.204
SPNH,,,LAGUNA CHOCLOCOCHA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPNM,,,NUEVO MUNDO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPNO,,,ANCON,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPNP,,,PUNO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPNR,,,RICRAN,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPNT,,,INTUTO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPNU,,,MANU,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPNZ,,,SANTA CRUZ,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPOA,,,SAPOSOA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPOL,,COLLIQUE,COLLIQUE,PERU,11,55,43,S,77,3,40,W,125,-11.929,-77.061
SPOP,,,POTO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPOR,,,ORCOPAMPA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPOS,,,ZORRITOS,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPOV,,,LEON VELARDE,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPOY,,,ATICO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPPA,,,PUERTO OCOPA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPPG,,,PARAMONGA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPPH,,,PAMPA HERMOSA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPPL,,,PLAYA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPPM,,,POMACOCHA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPPN,,,PALMA DE PINO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPPO,,,POZUZO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPPP,,,HUANACOPAMPA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPPT,,,PAITITI,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPPY,CHH,CHACHAPOYAS,CHACHAPOYAS,PERU,6,12,6,S,77,51,21,W,2529,-6.202,-77.856
SPPZ,,,PALCAZU,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPQI,,,QUITENI,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPQJ,,,JAQUI,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPQN,,,REQUENA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPQR,,,QUIRUVILCA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPQT,IQT,CORONEL FAP FRANCISCO SECADA VIGNETTA,IQUITOS,PERU,3,47,5,S,73,18,31,W,94,-3.785,-73.309
SPQU,AQP,RODRIGUEZ BALLON,AREQUIPA,PERU,16,20,27,S,71,34,59,W,2593,-16.341,-71.583
SPRF,,,SAN RAFAEL,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPRG,,,SAN REGIS,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPRM,,SAN RAMON,SAN RAMON,PERU,11,7,43,S,75,21,1,W,793,-11.129,-75.35
SPRT,,,RIO TIGRE,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPRU,TRU,CAPITAN CARLOS MARTINEZ DE PINILLOS,TRUJILLO,PERU,8,5,5,S,79,6,34,W,23,-8.085,-79.109
SPSA,,,CASMA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPSC,,,SAUCE,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPSE,,,SEPAHUA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPSF,,,SAN FRANCISCO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPSH,,,SHATOJA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPSI,,,SIHUAS,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPSJ,,,SAN JOSE DE SISA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPSL,,,LAMAS,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPSM,,,TSOMAVONI,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPSO,PIO,PISCO,PISCO,PERU,13,44,41,S,76,13,13,W,12,-13.745,-76.22
SPSP,,,SAN PABLO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPSR,,,SANTA ROSA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPSS,,,MASISEA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPST,TPP,TARAPOTO,TARAPOTO,PERU,6,30,31,S,76,22,23,W,275,-6.509,-76.373
SPSY,,,SHIRINGAYOC,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPTA,,,NAUTA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPTE,,,TERESITA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPTI,,,PUERTO INCA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPTN,TCQ,CORONEL FAP CARLOS CIRIANI SANTA ROSA,TACNA,PERU,18,3,12,S,70,16,33,W,469,-18.053,-70.276
SPTP,,EL PATO AB,TALARA,PERU,4,32,59,S,81,13,26,W,88,-4.55,-81.224
SPTQ,,,TOQUEPALA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPTR,,,TOURNAVISTA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPTT,,,TANANTA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPTU,PEM,PADRE ALDAMIZ,PUERTO MALDONADO,PERU,12,36,49,S,69,13,44,W,201,-12.614,-69.229
SPTY,,,TINTAY,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPUC,,,HUAMACHUCO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPUR,PIU,CAPITAN CONCHA,PIURA,PERU,5,12,20,S,80,36,59,W,54,-5.206,-80.616
SPVA,,,HACIENDA EL VALOR,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPVL,,,CARAVELLI,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPVR,,,VITOR,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPYL,TYL,CAPITAN MONTES,TALARA,PERU,4,34,35,S,81,15,14,W,86,-4.576,-81.254
SPYO,,,PACASMAYO,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPZA,,NASCA,NAZCA,PERU,14,51,14,S,74,57,41,W,567,-14.854,-74.961
SPZH,,,PACHIZA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPZK,,,SOTZIKI,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SPZO,CUZ,VELAZCO ASTETE,CUZCO,PERU,13,32,8,S,71,56,19,W,3311,-13.536,-71.939
SPZT,,,CHAZUTA,PERU,0,0,0,U,0,0,0,U,0,0.0,0.0
SUAA,MVD,ANGEL S ADAMI,MONTEVIDEO,URUGUAY,34,47,21,S,56,15,52,W,54,-34.789,-56.264
SUAG,ATI,ARTIGAS INTERNATIONAL,ARTIGAS,URUGUAY,30,24,2,S,56,30,28,W,125,-30.401,-56.508
SUCA,CYR,LAGUNA DE LOS PATOS INTERNATIONAL,COLONIA,URUGUAY,34,27,23,S,57,46,14,W,21,-34.456,-57.771
SUDU,,SANTA BERNARDINA INTERNATIONAL,DURAZNO,URUGUAY,33,21,31,S,56,29,57,W,93,-33.359,-56.499
SULS,,CAPITAN CORBETA C A CURBELO INTERNATIONAL,MALDONADO,URUGUAY,34,51,18,S,55,5,39,W,29,-34.855,-55.094
SUME,,,MERCEDES,URUGUAY,0,0,0,U,0,0,0,U,0,0.0,0.0
SUMO,MLZ,CERRO LARGO,MELO,URUGUAY,32,20,16,S,54,13,0,W,111,-32.338,-54.217
SUMU,MVD,CARRASCO INTERNATIONAL,MONTEVIDEO,URUGUAY,34,50,16,S,56,1,49,W,33,-34.838,-56.03
SUPE,PDP,EL JAGUEL INTERNATIONAL,PUNTA DEL ESTE,URUGUAY,34,54,49,S,54,55,14,W,21,-34.914,-54.921
SUPU,PDU,TYDEO LARRE BORGES INTERNATIONAL,PAYSANDU,URUGUAY,32,21,54,S,58,3,40,W,54,-32.365,-58.061
SURV,RVY,RIVERA INTERNATIONAL,RIVERA,URUGUAY,30,58,28,S,55,28,34,W,218,-30.974,-55.476
SUSO,STY,NUEVA HESPERIDES INTERNATIONAL,SALTO,URUGUAY,31,26,23,S,57,59,26,W,57,-31.44,-57.991
SUTB,TAW,TACUAREMBO,TACUAREMBO,URUGUAY,31,44,56,S,55,55,32,W,135,-31.749,-55.926
SUTR,,,TREINTA Y TRES,URUGUAY,0,0,0,U,0,0,0,U,0,0.0,0.0
SUVO,,,VICHADERO,URUGUAY,0,0,0,U,0,0,0,U,0,0.0,0.0
SVAC,AGV,OSWALDO GUEVARA MUJICA,ACARIGUA,VENEZUELA,9,33,12,N,69,14,16,W,196,9.553,-69.238
SVAN,AAO,ANACO,ANACO,VENEZUELA,9,25,45,N,64,28,15,W,220,9.429,-64.471
SVAT,,SAN FERNANDO DE ATABAPO,SAN FERNANDO DEATABAPO,VENEZUELA,4,3,6,N,67,42,3,W,123,4.052,-67.701
